Date,ET,EP,BSS,RF,WD,WD1,WS,DT1,WT1,DT2,WT2,MAXT,MINT,RH11,RH22,VP11,VP22,CLOUDM,CLOUDE,SOIL1,SOIL2,SOIL3,SOIL4,SOIL5,SOIL6,MinTtest,MaxTtest1,MaxTtest2
13/12/1989,-1,2.8,8.8,0,NE,NE,1.3,14.2,12.6,28,18.3,29,12.5,82,35,10,9.9,,,16.7,20.5,23.8,33.5,28.4,25.3,1.7,0,1
14/12/1989,-1,3,8.6,0,NE,NE,4.2,15.4,12.8,29.5,18.8,31.7,14.8,73,32,9.5,9.8,,,17,20.5,23.7,35.7,29.5,25.4,0.6,3.7,2.2
15/12/1989,-1,3.4,9.5,0,EN,NE,2.7,15,12.6,29,18.4,30.3,14.4,74,31,9.5,9.4,,,17,20.9,23.8,35.7,29.4,25.4,0.6,0.8,1.3
16/12/1989,-1,3.1,9.5,0,EN,NE,2.4,14.8,12.4,29.5,18.3,30.4,13.8,74,29,9.4,9,,,17,20.4,24,36,30,25.5,1,1.4,0.9
17/12/1989,-1,3.4,9.7,0,CA,NE,2.4,13.5,11.6,29,18.3,30,13.2,78,31,9.1,9.3,,,16.6,20.6,23.7,35.2,29.2,25.4,0.3,0.5,1
18/12/1989,-1,4,9.5,0,EN,NN,2.6,12.8,11,28.8,18,29.8,12.2,79,30,8.8,8.9,,,15.9,19.9,23.5,35.5,29.4,25.1,0.6,0.8,1
19/12/1989,-1,3.1,0.8,0,CA,WS,1.4,11.6,10.6,30,18.1,30.7,11.3,88,26,9,8.3,,,15.7,19.7,23.2,35.3,29.1,25,0.3,1.9,0.7
20/12/1989,-1,3.5,9.5,0,CA,W,2,14,12.2,28,19.6,28.8,12.3,80,42,9.6,12,,,16.3,20.1,23.4,34.3,28.7,24.8,1.7,-1.2,0.8
21/12/1989,-1,3,9,0,CA,NE,2.2,12.5,11.6,27.3,19.2,27.8,12,89,43,9.7,12,,,16.5,20.3,23.5,29.2,28.7,25,0.5,-0.2,0.5
22/12/1989,-1,3.5,9.5,0,CA,N,3.1,15.4,12.6,25,15.6,25.6,12,71,32,9.3,7.6,,,17.7,20.3,23.3,31,26.9,24.4,3.4,-1.7,0.6
23/12/1989,-1,3.9,6.6,0,CA,NN,4,14.2,11.6,24.5,15.4,25,13.5,71,33,8.7,7.6,,,17,20.1,23,32.8,27.8,24.4,0.7,0,0.5
24/12/1989,-1,3.2,6.5,0,N,NE,2.3,11.4,9.3,25.6,14.8,26.1,10,74,25,7.5,6.1,,,14,18.5,22.5,32.9,27.6,23.7,1.4,1.6,0.5
25/12/1989,-1,3.5,9.9,0,EN,N,4.3,14.6,10.4,26.2,15.4,26.6,14.2,56,26,6.9,6.6,,,17,20.2,23.1,34.5,28.6,24.5,0.4,1,0.4
26/12/1989,-1,3.4,9.1,0,NE,EN,3.2,9.6,7.6,24.4,13.4,24.8,8.2,74,21,6.6,4.9,,,12.7,16.9,22,32.6,27.3,23.4,1.4,-1.4,0.4
27/12/1989,-1,3.3,10.1,0,NE,NE,3.6,10.6,5.2,24.9,15.4,25.3,9.5,36,31,3.4,7.4,,,13.1,17.5,21.4,32.2,26.6,23,1.1,0.9,0.4
28/12/1989,-1,3.5,10,0,EN,NN,3.9,12.4,8.8,26.3,16.2,26.7,11.6,59,30,6.3,7.7,,,14,17.9,21.4,34,26.9,23,0.8,1.8,0.4
29/12/1989,-1,3.7,10,0,EN,NN,5.2,14.3,10,28.4,19.4,28.8,13.6,54,39,6.6,11,,,16.3,19.3,22,35.6,28.4,23.8,0.7,2.5,0.4
30/12/1989,-1,3,9.6,0,CA,W,3.2,15.4,13.3,29,20.3,29.5,15,78,42,10,13,,,18.5,21.2,23.5,34,28.9,25,0.4,1.1,0.5
31/12/1989,-1,3.6,9.3,0,CA,NE,2.3,10,8.8,27,18.8,28,9.2,84,42,7.8,11,,,13.6,19.4,22.4,35,27.8,23.6,0.8,-1,1
,,,,706,,,,,,,,,,,,,,,,,,,,,,,,
