Date,ET,EP,BSS,RF,WD,WD1,WS,DT1,WT1,DT2,WT2,MAXT,MINT,RH11,RH22,VP11,VP22,CLOUDM,CLOUDE,SOIL1,SOIL2,SOIL3,SOIL4,SOIL5,SOIL6,MinTtest,MaxTtest1,MaxTtest2
3/28/1991,0.5,8.9,10.8,0,E(,,2.9,24.8,17.6,41.3,22.2,42.8,21.4,46,14,11,8.4,0,0,25.1,27.7,30.9,52,38.3,33,3.4,2.6,1.5
3/29/1991,0.3,8.8,8,0,EN,,3.2,25,17.8,42.2,23.5,42.8,22.6,46,16,11,10,0,0,25.8,28.9,31.8,49.4,38.8,33.4,2.4,1.5,0.6
3/30/1991,0.5,6.4,9.3,0,CA,,1.9,24,21.6,41.5,24,42.7,20.3,80,19,18,12,0,0,25.5,28.6,32,51.6,38.5,32.4,3.7,0.5,1.2
3/31/1991,0.6,8.4,8.7,0,NE,,3.6,25.7,24.3,36.8,26,37.8,25.4,89,40,22,19,0,0,29.1,30.9,34.2,49.5,38.1,35,0.3,-3.7,1
4/1/1991,0.3,5.8,9.7,0,SW,,4.7,25.5,23.8,37,24.8,38,24.6,86,34,21,16,0,0,28.7,23.5,32.8,51.2,39.2,34.4,0.9,1.2,1
4/2/1991,0.3,5.8,9.4,0,SS,,4.1,25,24,36.5,22.1,37,24.4,92,24,22,11,0,0,28.5,30.6,33,49.4,38.5,35,0.6,0,0.5
4/3/1991,0.2,8,9,0,NE,,3.1,21.4,17.8,34.4,20.5,35,19.1,69,24,13,9.6,0,0,25.4,29.2,31,48,37.6,33.4,2.3,-1.5,0.6
4/4/1991,0.3,6.5,10.5,0,CA,,2.5,22.4,17.8,36,21.8,36.5,20,61,24,12,11,0,0,25.7,28.9,32.4,50.7,38.6,32.2,2.4,2.1,0.5
4/5/1991,0.2,8,8.4,0,CA,,3,23.5,19.2,35.5,22.2,36,21.6,65,27,14,12,0,0,26.5,29.4,32,47.8,38.1,32.5,1.9,0,0.5
4/6/1991,0.2,7.6,10.3,0,SW,,4.3,21,17.2,33.5,20.6,34.2,18.8,67,27,12,10,0,0,24.7,28.6,30.8,49.3,37.9,32,2.2,-1.3,0.7
4/7/1991,0.2,8.3,9.9,0,SW,,3.8,22.5,17.8,33.5,22.7,34.4,18.4,61,36,12,14,0,0,25,28.5,31.5,49,37.9,32,4.1,0.9,0.9
4/8/1991,0.2,5.6,10.1,0,SW,,3.4,22.7,21.4,34,24.8,35,21.5,89,45,18,18,0,0,26.8,29.4,32,49.5,38.5,32,1.2,1.5,1
4/9/1991,0.4,7.8,10,0,SE,,5.3,24.5,22.8,33.5,24.6,35,22.8,86,46,20,18,0,0,28.4,30.5,31.6,49,38.5,33,1.7,1,1.5
4/10/1991,0.2,7,9.6,0,SE,,5,22.9,22.4,36,19,36.8,22.4,96,14,20,6.1,0,0,26.4,29.9,32.2,50.4,39.6,33.8,0.5,3.3,0.8
4/11/1991,0.2,8,10,0,SE,,3.6,22.6,19.4,34.5,22.8,37,19.5,73,33,15,14,0,0,25.7,29.1,32,50,38.9,33.3,3.1,1,2.5
4/12/1991,0.2,7.3,11.3,0,W(,,3,24.8,22.3,35,25.3,36,21.7,80,43,19,18,0,0,27.6,30.2,32.5,50.4,39.9,34,3.1,1.5,1
4/13/1991,0.2,7,10.7,0,SW,,4.7,24.7,23,36.4,24.2,37.2,22.5,86,33,20,15,0,0,27.7,30.6,32.4,50,39.7,35.2,2.2,2.2,0.8
4/14/1991,0.3,8.9,10,0,SS,,5,25.6,24.8,35.5,23.3,37.3,24.2,93,32,23,14,0,0,28.4,30.7,34,49.6,39.9,35.2,1.4,0.9,1.8
4/15/1991,0.2,7.1,10.2,0,NW,,3.7,24.5,21.4,37.5,20,38.5,21.6,75,14,17,6.9,0,0,27.5,30.6,33.8,51.2,40.3,35.3,2.9,3,1
4/16/1991,0.2,8.3,10.8,0,WN,,2.7,24,18,37.5,20.6,38.8,20.3,53,16,12,7.9,0,0,26,29.9,33.5,20.7,39.8,35,3.7,1.3,1.3
4/17/1991,0.1,9.4,11.2,0,NE,,6,23.2,14.2,36.7,19.5,37.8,19,31,14,6.7,6.5,0,0,24.5,28.7,33.2,50.2,38.7,34.2,4.2,0.3,1.1
4/18/1991,0.2,9.4,11.8,0,NE,,4.8,23.8,14.4,38.2,19.3,38.6,17.6,30,10,6.6,5.3,0,0,23.7,28.3,32.5,51.2,39.2,34.2,6.2,1.9,0.4
4/19/1991,0.1,8.4,11.7,0,NE,,4.4,22.8,14.6,39,19.3,39.5,17.8,36,9.1,7.5,4.8,0,0,23.2,28.1,32.3,52,39.6,34.2,5,1.3,0.5
4/20/1991,0.2,8.9,11.7,0,NE,,3.5,21.8,16.5,40,20.2,41,16.5,55,10,11,5.7,0,0,23.5,28.3,32.5,53.5,40.5,34.4,5.3,2,1
4/21/1991,0.2,8.4,11.4,0,NE,,2.2,22.6,19.2,38.2,22.1,39.3,17.7,71,20,15,10,0,0,24.9,28.9,32.8,52.3,40.1,34.5,4.9,-0.7,1.1
4/22/1991,0.1,8.2,10.8,0,W(,,3.9,24.4,22.5,37.5,22.4,38.2,22.2,84,23,19,11,0,0,27.4,30.4,33.7,50.8,40.4,35.3,2.2,0,0.7
4/23/1991,0.2,7.6,10.9,0,SS,,5.7,24.5,23.8,36,24.8,37.3,23,94,37,22,17,0,0,28,31.2,33.8,51.3,40.7,35.4,1.5,-0.2,1.3
4/24/1991,0.2,6.4,10.1,0,SW,,3.7,24.4,23.8,39.3,22.2,40.5,23.6,95,18,22,9.6,0,0,28.8,31.2,34.2,52.6,41.4,36.2,0.8,4.5,1.2
4/25/1991,0.1,7.6,10.9,0,SS,,3,24.8,22.6,39.5,21.6,40.8,22,82,16,19,8.4,0,0,28,31.3,34.7,51.8,41.3,36.2,2.8,1.5,1.3
4/26/1991,0.1,7.7,10.8,0,SE,,3.9,25.8,20.5,39.6,22.4,41,22.6,60,18,15,9.8,0,0,28.5,31.3,34.7,52.3,41.6,36.4,3.2,1.5,1.4
4/27/1991,0.2,6.8,10.7,0,SE,,4.2,26,23.6,38.3,25.6,39.8,23.6,81,33,20,17,0,0,29,31.5,34.5,52.5,41.6,36,2.4,0.2,1.5
4/28/1991,0.2,6.2,10.8,0,W(,,4.3,26.8,23.4,38.2,24.4,39,24.2,74,29,20,14,0,0,29.8,32,35,52.6,41.7,36.5,2.6,0.7,0.8
4/29/1991,0.1,6.7,9.8,0,W(,,4,26.6,24.2,38,26.6,39,25.2,81,38,21,19,0,0,30.5,32.6,35.5,52.5,41.7,37.2,1.4,0.8,1
4/30/1991,0.2,7.4,10.3,0,SW,,4.9,27.2,25.7,38.4,25,39,25.6,88,31,24,16,0,0,31,32.9,35.7,51.7,41.7,37.3,1.6,1,0.6
5/1/1991,0.1,7.4,10.8,0,SS,,6.6,25.8,23.8,35,24.6,36.8,24.8,84,40,21,17,0,0,29.7,32.4,35.7,50.7,41.5,37,1,-1.6,1.8
5/2/1991,0.1,7.7,10.9,0,SS,,6.5,25.2,22.8,36,25.3,37.2,23.4,80,39,19,18,0,0,29,31.8,35.4,50.7,41.2,36.7,1.8,2.2,1.2
5/3/1991,0.1,7.4,10.7,0,WS,,7.3,26,24.1,35.3,24.8,36.3,24.2,85,40,21,17,0,0,29.7,32.2,35.5,49.8,40.9,36.8,1.8,0.3,1
5/4/1991,0.1,7,11,0,W(,,6.2,26.5,24.3,36.4,25.4,37.8,26,83,39,21,18,0,0,31,33.3,35.7,51.5,42.6,37.2,0.5,2.5,1.4
5/5/1991,0.1,7.9,10.8,0,WS,,5.5,26.6,24.2,35.6,25.4,37,25.2,81,41,21,18,0,0,30.6,32.7,35.8,50.2,40.9,36.8,1.4,0.6,1.4
5/6/1991,0.1,6.4,10.2,0,WN,,5.9,26.5,24,35.7,25.5,37.7,24.3,80,42,21,18,0,0,30,32.5,35.8,50.7,41.1,37,2.2,2.1,2
5/7/1991,0.1,6.2,9.5,0,W(,,6,27,24.3,36.2,25.3,37,25.6,79,39,21,17,0,0,30.8,33.1,36,50.6,41.6,37.2,1.4,1.3,0.8
5/8/1991,0.1,7.2,10.3,0,WN,,5.7,27.7,24.8,36.6,26.4,37.2,26.1,78,42,22,20,0,0,31.6,33.3,36.2,51.7,42.4,37.4,1.6,1,0.6
5/9/1991,0.1,6.6,9.3,0,WS,,5.8,26.7,24.1,34.4,26.2,36.3,25.8,80,50,21,20,0,0,30.7,33.4,36.4,49.5,41.1,37.4,0.9,-0.3,1.9
5/10/1991,0.1,6.4,10.6,0,SS,,7.2,26.5,24.6,35,25.4,36.1,25.5,85,44,22,18,0,0,30.2,32.9,36,50,41.1,37.3,1,1.7,1.1
5/11/1991,0.1,5.8,11,0,SW,,5.1,27,25.8,38,26,39.8,25.6,90,36,24,18,0,0,30.5,32.6,35,52.7,42.2,37.6,1.4,4.8,1.8
5/12/1991,0.1,6.6,11,0,SS,,3.5,26.8,25.6,37.5,25.2,40,24.1,90,34,24,16,0,0,30,32.3,35.1,52,41.9,37.5,2.7,2,2.5
5/13/1991,0.1,6.4,10.6,0,CA,,3.4,26.6,25.2,40.7,24.8,41.5,23.8,89,24,23,14,0,0,30.6,32.8,35,54.6,42.9,37.5,2.8,4,0.8
5/14/1991,0.2,7.1,11.3,0,W(,,2.3,28,24.8,40.6,27,42,20.5,76,32,22,18,0,0,32.7,33.3,36.1,55.3,43.5,38.1,7.5,1.3,1.4
5/15/1991,0.3,8.7,11.6,0,NN,,4.3,28.8,22.8,40.5,25.8,42,26.9,58,28,17,16,0,0,33.3,33.9,36.3,55,43.8,38.3,1.9,1.4,1.5
5/16/1991,0.1,8.2,11.6,0,NN,,4.4,28.8,22.4,41,25.2,42.2,26.5,55,25,16,14,0,0,32.2,33.6,35.8,54.4,44.7,38.1,2.3,1.7,1.2
5/17/1991,0.1,9.4,11,0,NN,,5.5,29,23.8,40.7,25.8,42.7,27.6,63,27,19,16,0,0,33.1,34.3,36.3,53.8,43.5,38.4,1.4,1.7,2
5/18/1991,0.1,9.4,10.1,0,WS,,5.9,27.4,25.8,37.6,25.8,38.6,25.6,87,36,24,18,0,0,32,34,35.7,51.4,42.2,38,1.8,-2.1,1
5/19/1991,0.1,7.3,10.8,0,SS,,5.3,25.6,22.8,39,24.4,40,23,78,27,19,14,0,0,29.6,32.8,37,52.6,42.9,37,2.6,2.4,1
5/20/1991,0.1,7.5,10.5,0,S(,,4.3,27.6,22.8,38.2,26.8,39.9,24.8,65,39,18,19,0,0,32.3,33.3,35.8,53,42.9,38,2.8,0.9,1.7
5/21/1991,0.1,7.9,9.6,0,SS,,5.9,28.6,27,39.7,26.1,40.7,27.2,88,31,26,17,0,0,32.5,42.6,36,52.8,43.2,38.2,1.4,2.5,1
5/22/1991,0.1,8.8,9.8,0,W(,,5.4,29.3,25.9,41.7,25.8,43,23.1,75,25,23,15,0,0,33.4,34.9,36.3,53.2,43.2,38.3,6.2,3.3,1.3
5/23/1991,0.1,10,10.4,0,S(,,7.4,28.4,26.8,38.1,26,39.4,26.1,88,36,25,18,0,0,32.3,34.4,36.4,53,43,38.4,2.3,-2.3,1.3
5/24/1991,0.1,8.3,10.6,0,WS,,5.3,28,25.4,37.1,27.2,39,26.4,80,44,23,21,0,0,32.6,34.4,36.7,52,42.6,38,1.6,0.9,1.9
5/25/1991,-1,8.8,8.7,0,WS,,7.3,29,26.4,37,27.8,37.6,27.8,81,47,24,22,0,0,33.1,34.9,36.6,50.6,41.9,38.4,1.2,0.5,0.6
5/26/1991,0.1,7.2,9.9,0,SW,,8.1,28.4,26.6,39,28.2,40.6,27.2,86,42,25,22,0,0,32.5,34.3,36.2,53.4,43.1,38.1,1.2,3.6,1.6
5/27/1991,0.1,7.7,9.8,0,SW,,5.5,29.4,27.2,37.6,27.8,38.1,28.2,84,45,26,22,0,0,33.6,35.9,36.6,51.4,42.7,37.8,1.2,-0.9,0.5
5/28/1991,0.1,7.7,9.8,0,W(,,7.4,29,27,40,27.6,41.2,27.5,85,36,26,20,0,0,33.6,34.9,37.8,53.4,43.6,39.4,1.5,3.6,1.2
5/29/1991,0.1,8,10.2,0,SW,,4.2,28.5,23.8,38.8,27,40.4,26.7,66,38,19,19,0,0,32.4,34.4,37.8,53.4,43.4,39.4,1.8,0.4,1.6
5/30/1991,0.1,7.6,10.4,0,WN,,4.3,28.8,24.2,41.4,24.2,43,25.7,67,20,20,12,0,0,32.2,34.6,38.4,53,43.3,39.4,3.1,4.2,1.6
5/31/1991,0.1,9.3,10.2,0,SW,,4.7,29.6,25.2,41.8,26,43.8,27,69,25,21,15,0,0,32.9,34.7,38,53.5,43.4,39.4,2.6,2.4,2
6/1/1991,0.2,10,10.4,0,NE,,4.8,30,23.6,42.8,26.8,44.7,25.3,56,26,18,17,0,0,32.5,34.7,38.4,54.4,43.9,39.8,4.7,2.9,1.9
6/2/1991,0.1,12,10.4,0,ss,,5.1,30.4,25.8,41,28.2,42.5,27.2,68,36,22,21,0,0,34,35.5,38.5,53.5,45.5,39.6,3.2,-0.3,1.5
6/3/1991,0.2,11.4,9.7,0,sw,,7.6,30,24.8,40,25.7,41.7,28.5,64,29,20,16,0,0,34.7,35.9,39.2,54.5,44.1,39,1.5,0.7,1.7
6/4/1991,0.1,10.7,11.2,0,w,,7,30.3,26.5,39.8,28,41.7,28.6,73,39,24,21,0,0,34.3,36.2,39.2,55.5,44.8,40.4,1.7,1.7,1.9
6/5/1991,0.1,9,10.9,0,ws,,6,30.6,27,41.1,28,44.4,28.6,74,35,25,20,0,0,34.6,36.6,38.1,56.2,44.9,40,2,4.6,3.3
6/6/1991,0.1,11.1,6.3,0,ws,,6,30.6,27.2,39.3,28.3,41.2,28.8,76,41,25,22,0,0,35.5,36.9,38.6,53.2,44.1,40,1.8,0.1,1.9
6/7/1991,0.1,11.7,-1,0,SE,,7.6,30,26.8,37,28.4,38,29.5,77,50,24,24,0,0,35,36.1,38.5,47.6,41.5,40,0.5,-1.3,1
6/8/1991,0.9,10.2,9.7,6.8,NE,,4.4,27.6,25.2,36.2,27.8,38.4,25.8,81,51,23,23,0,0,29.8,32.9,37,50.2,43.5,39.2,1.8,1.4,2.2
6/9/1991,1.4,7.4,9.7,0,W,,4.7,30.4,26.8,39.6,29.2,41.4,28.4,74,44,24,24,0,0,32.4,33.4,37.6,51,44.1,40,2,5.2,1.8
6/10/1991,2.2,8.4,2.4,12,SW,,6.6,27.5,25.8,33.5,28,34,23.2,87,64,24,25,0,0,28.7,29.7,35.5,37.4,34.9,36.4,4.3,-5.6,0.5
6/11/1991,1.3,5,8.3,0,S,,8,29,27.3,35.2,27.3,36,28.5,87,52,26,22,0,0,29.8,30.6,34.8,44.5,39.6,37.4,0.5,2.5,0.8
6/12/1991,0.6,7.5,7.4,4.3,ws,,8.8,27.8,25.6,35.5,28.2,36.6,23,83,56,23,24,0,0,28.2,29.4,34.7,42.7,37.2,36.3,4.8,1.4,1.1
6/13/1991,0.9,5.8,8.2,0,ws,,7,29.2,26,36,27.4,36.9,28.5,76,49,23,22,0,0,30.8,31.7,35.4,45.7,39.9,37.5,0.7,1.4,0.9
6/14/1991,0.6,7.6,9.6,0,SW,,8.8,28.7,25.6,35,26.8,36.9,27.5,77,51,23,21,0,0,31.7,31.9,35.7,45.5,40.3,37.8,1.2,0.9,1.9
6/15/1991,0.5,7.3,10,0,W,,7.7,29,25.3,35.2,26.8,37,28.4,73,50,22,21,0,0,32,32.7,36,44.6,40.4,37.8,0.6,2,1.8
6/16/1991,0.5,9,9.9,0,W,,8.9,28.5,25.4,35.7,26,37.2,27.6,77,44,22,19,0,0,32,32.7,36.4,44.4,39.9,37.4,0.9,2,1.5
6/17/1991,0.6,10.8,9.5,0,SW,,11.6,29,24.6,36.7,26,37.2,28.3,68,40,20,19,0,0,32.2,33.2,36.3,43.4,39.4,37.8,0.7,1.5,0.5
6/18/1991,1.5,10.1,5.4,0.6,WS,,14,28.7,25.2,36,26.2,36.8,27,74,44,22,19,0,0,30.4,31.9,35.7,41.4,37.3,36.6,1.7,0.1,0.8
6/19/1991,0.5,10.5,5.7,0,WS,,15.1,28.8,25.2,35.2,26.3,36,28,73,47,22,20,0,0,31.6,32.3,35.4,42,37.9,36.8,0.8,0,0.8
6/20/1991,1.9,8.5,6.7,0.3,SS,,11,29,25.3,35.7,26.3,37,28,73,46,22,20,0,0,31.5,32.2,35.2,45,39.1,37.3,1,1.8,1.3
6/21/1991,0.8,7,9.8,0.2,W,,7.1,28,25.2,36.5,25.8,37.1,27,79,40,22,18,0,0,30.7,32.3,35.6,47,40.4,37.7,1,1.4,0.6
6/22/1991,0.5,6.9,10.1,0,W,,6.3,28.8,24.4,38.5,26.8,39.5,27.7,68,38,20,19,0,0,32.3,33.2,34.8,48.3,41.1,37.7,1.1,3,1
6/23/1991,0.5,9.2,9.7,0,W,,8.6,29.2,24.6,37.8,25.6,39.3,28.6,67,35,20,17,0,0,33,34.1,37,49.2,41.9,38.5,0.6,0.8,1.5
6/24/1991,0.5,8.4,10.7,0,W,,8.7,28.3,24.9,35.6,26.5,37,27.1,75,47,22,20,0,0,32.6,33.9,35.9,48.1,40.6,37.9,1.2,-0.8,1.4
6/25/1991,0.7,9.1,9.9,0,SW,,9.6,27.8,24.8,35.7,26.2,37.7,27,77,45,22,20,0,0,31.8,33.6,37.2,49.3,41.1,38.6,0.8,2.1,2
6/26/1991,0.9,8.7,11,0,SS,,9.7,29,25.1,36.3,25.7,37.9,28.2,72,40,21,18,0,0,33,34.3,37.4,51.3,41.6,39.3,0.8,2.2,1.6
6/27/1991,1,9,11.1,0,WS,,7.6,29,25.2,36.6,25.4,38,27.7,72,38,22,17,0,0,33.2,34.3,37.5,53,42.2,39.6,1.3,1.7,1.4
6/28/1991,0.8,8.4,4.4,0,WN,,7.2,29,25,35.7,26.3,38,28.6,71,46,21,20,0,0,33,34.8,37.8,47.5,41.1,38.4,0.4,1.4,2.3
6/29/1991,0.6,7.7,5.2,0,WS,,5.5,29.6,27,37.6,26.3,38.9,28.6,81,38,25,19,0,0,34,35,37.8,52,41.9,39.5,1,3.2,1.3
6/30/1991,4.6,8.4,-1,14,SW,,6.8,24.2,23.4,29.4,26.2,30,23.2,93,77,21,24,0,0,27.6,30.4,37,33.8,33.5,32.8,1,-7.6,0.6
7/1/1991,0.1,4.2,0.3,0,SW,,5.3,27,26.2,32.5,27.4,32.8,26.6,94,66,25,24,0,0,28.5,29.3,33.2,37.5,33.9,34.7,0.4,3.4,0.3
7/2/1991,0.2,3.6,10.7,0,WS,,5.7,27.8,25.2,35,26.8,35.7,26.8,80,51,22,21,0,0,29.2,29.9,33.4,43.8,41.1,36.7,1,3.2,0.7
7/3/1991,3.5,8.5,9.4,0,WS,,8.1,27.5,25.1,35.4,26,36,26.6,81,45,22,19,0,0,30,31.5,35.2,42.7,40.2,37.7,0.9,1,0.6
7/4/1991,1,8.6,10,0,S,,9.8,28.3,25.2,36,26.3,36.9,27.5,77,44,22,20,0,0,31.8,32.3,35.7,42.5,40.5,38.2,0.8,1.5,0.9
7/5/1991,0.1,9.6,8.7,0,WS,,11.2,28.8,25.3,35.5,26,37,27.7,74,45,22,19,0,0,32,32.8,36.2,42.5,38.1,37.7,1.1,1,1.5
7/6/1991,0.8,10.1,6.5,0,W,,11.3,28.7,25.3,35,25.8,36,28.3,75,46,22,19,0,0,32.4,33.3,36.3,42.5,38.9,37.7,0.4,0.5,1
7/7/1991,0.2,9,9.6,0,W,,10.4,28.5,25.4,35.6,25.2,37,28,77,40,22,18,0,0,32,32.9,35.6,47.4,39.6,38,0.5,2,1.4
7/8/1991,0.8,7.6,10.1,0,SS,,8.6,28.4,25.4,35.2,26.5,36.9,28,77,48,22,21,0,0,32.4,33.3,36.4,45,40.2,37.5,0.4,1.3,1.7
7/9/1991,1.7,7.2,7.9,0,W,,7,29.3,25,37.6,26.8,38.6,28.8,69,41,21,20,0,0,33.5,34.1,36.7,47.8,41.6,37.2,0.5,3.4,1
7/10/1991,1.3,8.3,3.8,1.2,SW,,6.4,27.8,26.1,35.3,26,36.8,25.3,87,45,24,19,0,0,31.5,33.4,36.7,43.5,39.2,37.8,2.5,-0.8,1.5
7/11/1991,2.3,6.5,0.9,2.7,S,,6.1,27,25.8,31.5,28,32,26.6,90,76,24,26,0,0,29,31.9,33.5,36,34.1,33,0.4,-3.3,0.5
7/12/1991,3.8,5,2.2,17.5,SW,,6.1,27,25.8,31.5,28,32.8,26.6,90,76,24,26,0,0,29,31.9,33.5,26.5,34.1,33,0.4,1.3,1.3
7/13/1991,3.5,5.5,1.2,18,SW,,4.4,24.2,23.8,30.8,27.5,31.2,23.3,97,77,22,26,0,0,26.5,27.9,29.4,36,32.9,31,0.9,-0.3,0.4
7/14/1991,2,3.5,5.6,0,NW,,5.5,26.4,25.4,32.4,27,33.2,26.2,92,64,24,23,0,0,28,28.7,30.6,39,35.7,29.5,0.2,2.4,0.8
7/15/1991,2.6,4.2,5.3,0,ES,,4.4,27,25.8,32.8,27.6,34.2,26.1,90,66,24,24,0,0,28.5,29.4,32.4,40,36.6,34.8,0.9,1.8,1.4
7/16/1991,3.1,3.8,8.9,0.5,S,,4.4,27.3,25.7,34,27.5,35.4,26.4,87,59,24,24,0,0,29.4,29.9,32.4,44,38.7,36.4,0.9,2.6,1.4
7/17/1991,1.7,5.5,7.8,0,SE,,4.9,27.2,25.7,33.4,26.8,34.2,26.5,88,58,24,22,0,0,30.3,31.3,33.7,43.4,39.7,37.3,0.7,0.2,0.8
7/18/1991,1.6,6,4,0,SE,,6.3,27,25.8,33,27.2,34.2,26.3,90,62,24,23,0,0,30,31.4,33.8,43.5,38.2,36.2,0.7,0.8,1.2
7/19/1991,1.9,4.3,0.8,1.8,SW,,5.4,27,26.3,27.2,26.2,29.5,26.2,94,92,25,25,0,0,29.8,31.1,33.7,29,30.3,33.7,0.8,-3.5,2.3
7/20/1991,3.8,4.9,-1,47.4,SW,,5.1,26.8,25.8,28,26.6,31,26,92,89,24,25,0,0,28,28.7,30.7,32,31.9,32.4,0.8,3.8,3
7/21/1991,1.3,3.4,-1,7.3,SW,,6.8,26.2,25.6,27.4,26.2,29.3,25.2,95,91,24,25,0,0,28,28.4,29.2,31.5,30.3,31,1,1.3,1.9
7/22/1991,1.7,4.3,-1,27.3,WS,,4.2,26,25.2,25,24.8,29,25,93,98,24,23,0,0,27,27.7,29.4,28,28.9,29,1,1.6,4
7/23/1991,4.6,4,-1,92.8,S,,5.8,25.2,24.8,25.6,24.5,27.8,24.3,97,91,23,22,0,0,26.5,26.6,28.2,30,28.9,29,0.9,2.8,2.2
7/24/1991,1.3,4.2,-1,14.7,W,,7.6,25.5,25.2,24.6,24.4,25.8,24.5,97,98,24,23,0,0,26.2,26.5,27.8,25.6,26.2,27.7,1,0.2,1.2
7/25/1991,4.5,3.8,-1,87.8,W,,4.7,25.2,24.8,26.6,26.2,27.8,23,97,97,23,25,0,0,25.5,25.5,26.8,28.8,27.7,27.8,2.2,3.2,1.2
7/26/1991,-1,2.5,-1,19.3,CA,,2.8,23.8,23.6,26.8,25.3,27.5,23.5,98,88,22,23,0,0,25.6,26.3,27.4,30.5,28.4,28,0.3,0.9,0.7
7/27/1991,0.9,2.3,-1,52.4,CA,,1.7,25,24.8,28,26,28.8,23.7,98,85,23,24,0,0,25.7,26.1,27.2,32.5,28.9,28.2,1.3,2,0.8
7/28/1991,1.5,3.3,3.6,13.5,WS,,2.5,25.4,25,30.2,27.2,30.8,24,97,78,24,25,0,0,26.6,26.6,27.6,34.4,31.1,29,1.4,2.8,0.6
7/29/1991,3,2.4,2.7,0,CA,,4.8,26.5,25.6,31,27.2,31.4,26,93,73,24,25,0,0,27.2,27.6,28.7,35,31.7,30.6,0.5,1.2,0.4
7/30/1991,3.8,4,-1,15.2,W,,4.2,26.5,25.6,26.8,26,29.2,26,93,94,24,25,0,0,27.5,27.9,29.3,29.5,29.3,29.8,0.5,-1.8,2.4
7/31/1991,-1,5,-1,28,WS,,8.4,25.2,24.6,26.2,25.6,27.5,24.8,95,95,23,24,0,0,25.7,26.7,27.7,29,28.3,28.4,0.4,0.7,1.3
8/1/1991,-1,2.5,0.5,8,25,,5.5,26,25.3,28.2,26.5,30,25.5,94,87,24,25,0,0,26.7,26.7,27.8,32.8,30.3,29.4,0.5,3.8,1.8
8/2/1991,-1,3,3,28.4,20,,4.8,25.2,24.8,29.8,26.8,30.5,25.2,97,78,23,25,0,0,26.5,26.9,28,35.4,31.7,30,0,2.3,0.7
8/3/1991,-1,3.9,3.6,0,23,,5.4,26.3,24.8,30.4,26.3,31,25.8,88,71,23,23,0,0,27,27.6,28.7,33.4,31.6,30.5,0.5,1.2,0.6
8/4/1991,4,5.1,5.3,22.5,25,,5.6,26,24.8,30.8,26.3,31.2,25.3,90,69,23,23,0,0,26.5,26.9,28,34.5,31.7,30.5,0.7,0.8,0.4
8/5/1991,5.4,3.1,2,3.5,23,,5.5,25.5,24.4,29,26,29.5,25,91,78,22,23,0,0,26.2,26.7,28.3,34.3,30.7,29.7,0.5,-1.3,0.5
8/6/1991,3.3,4,7.5,11,27,,5.2,25.5,24.4,31,25.8,32,24.4,91,64,22,22,0,0,26.2,26.6,28.3,34.5,31.7,29.8,1.1,3,1
8/7/1991,3.8,4.3,2.1,0.4,25,,5.2,25.8,24.8,30.3,26,31,25.4,92,70,23,23,0,0,26.5,27.1,28.5,34,31.7,30.2,0.4,0,0.7
8/8/1991,4.8,4.7,5.5,0.5,25,,4,26,24.6,30.4,26.2,31.5,25.4,89,70,22,23,0,0,27,27.2,28.7,33.5,31.6,30,0.6,1.2,1.1
8/9/1991,3.5,4.6,2.6,0,23,,5.6,26,24.1,31.5,25.8,32,25.5,85,62,21,21,0,0,26.5,27.3,28.7,34.8,31.6,30.5,0.5,1.6,0.5
8/10/1991,4.2,4.3,4.4,0.2,20,,6.1,25.8,24.8,30.1,25.2,31.4,24.9,92,66,23,21,0,0,26.5,26.9,28.5,34.4,31.1,29.5,0.9,-0.1,1.3
8/11/1991,2.9,3.6,3,1.1,23,,5,26.2,25.2,30.5,26.4,31.4,25.5,92,71,23,23,0,0,28,27.4,28.5,36.6,32.5,30.8,0.7,1.3,0.9
8/12/1991,1.6,3.2,8,0.6,27,,4.4,25.8,24.6,32.5,25.8,33,24.8,90,57,22,21,0,0,26.4,26.9,28.7,41.6,35.1,29.6,1,2.5,0.5
8/13/1991,5.7,4.7,5,0,27,,4.9,25.5,24.1,31.7,25.8,33,24.8,88,61,22,21,0,0,27,27.8,29.6,41.2,35.7,32.4,0.7,0.5,1.3
8/14/1991,3.6,3.9,5.8,2.2,25,,5,26.7,25.2,31,24.8,32.4,25.5,88,58,23,20,0,0,28,27.7,29.5,38.4,33.6,32.2,1.2,0.7,1.4
8/15/1991,3.4,3.8,10.1,0,23,,4.8,25.5,24.2,32,25.6,33.3,24.4,89,58,22,21,0,0,27.3,28,29.8,37.6,34.6,32.5,1.1,2.3,1.3
8/16/1991,4.7,5.2,4.1,0,25,,5.7,25.8,24.4,32,26.3,32.8,25,89,62,22,22,0,0,28,28.5,30.4,38.5,34.9,32.3,0.8,0.8,0.8
8/17/1991,5.5,4.1,9.3,0,23,,4.5,26.5,24.8,32.5,26.1,33.3,25.8,86,58,22,21,0,0,28.7,29.3,31.2,40.4,36.1,33.3,0.7,1.3,0.8
8/18/1991,4.7,5.6,5.7,0,23,,4.9,27,24.8,32.4,26.4,33.6,25.3,83,61,22,22,0,0,28.8,29.4,30.8,40.5,36.6,33.4,1.7,1.1,1.2
8/19/1991,3.7,4.2,5.5,0,25,,6.4,26.2,24.5,32.6,26.4,33.7,25.5,86,60,22,22,0,0,29,29.6,31.8,39.3,35.3,33.7,0.7,1.3,1.1
